iter	label	cutoff	numotus	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score
1	0.03	0.03	278	382	94341	10	97	0.7975	0.9999	0.9745	0.999	0.9745	0.9989	0.881	0.8772
1	0.03	0.03	313	847	179144	56	253	0.77	0.9997	0.938	0.9986	0.938	0.9983	0.849	0.8457
1	0.03	0.03	283	387	113943	21	130	0.7485	0.9998	0.9485	0.9989	0.9485	0.9987	0.842	0.8368
1	0.03	0.03	336	424	143847	19	163	0.7223	0.9999	0.9571	0.9989	0.9571	0.9987	0.8309	0.8233
1	0.03	0.03	146	74	19390	4	35	0.6789	0.9998	0.9487	0.9982	0.9487	0.998	0.8017	0.7914
1	0.03	0.03	275	663	139162	57	303	0.6863	0.9996	0.9208	0.9978	0.9208	0.9974	0.7938	0.7865
1	0.03	0.03	252	288	81414	21	87	0.768	0.9997	0.932	0.9989	0.932	0.9987	0.8454	0.8421
1	0.03	0.03	200	130	38607	3	41	0.7602	0.9999	0.9774	0.9989	0.9774	0.9989	0.8615	0.8553
1	0.03	0.03	324	253	107490	3	134	0.6537	1	0.9883	0.9988	0.9883	0.9987	0.8033	0.7869
1	0.03	0.03	191	63	27873	1	29	0.6848	1	0.9844	0.999	0.9844	0.9989	0.8206	0.8077
1	0.03	0.03	137	69	16017	0	24	0.7419	1	1	0.9985	1	0.9985	0.8607	0.8519
1	0.03	0.03	254	811	122174	43	228	0.7806	0.9996	0.9496	0.9981	0.9496	0.9978	0.8599	0.8568
1	0.03	0.03	259	193	67225	6	104	0.6498	0.9999	0.9698	0.9985	0.9698	0.9984	0.7932	0.7782
1	0.03	0.03	325	370	121221	15	165	0.6916	0.9999	0.961	0.9986	0.961	0.9985	0.8146	0.8043
1	0.03	0.03	335	479	162602	29	196	0.7096	0.9998	0.9429	0.9988	0.9429	0.9986	0.8174	0.8098
1	0.03	0.03	231	94	42932	2	43	0.6861	1	0.9792	0.999	0.9792	0.999	0.8192	0.8069
1	0.03	0.03	266	422	102208	22	179	0.7022	0.9998	0.9505	0.9983	0.9505	0.998	0.8161	0.8077
1	0.03	0.03	265	506	106702	21	187	0.7302	0.9998	0.9602	0.9983	0.9602	0.9981	0.8364	0.8295
1	0.03	0.03	419	511	227420	22	197	0.7218	0.9999	0.9587	0.9991	0.9587	0.999	0.8314	0.8235
1	0.03	0.03	199	76	30755	1	44	0.6333	1	0.987	0.9986	0.987	0.9985	0.79	0.7716
1	0.03	0.03	107	70	10341	2	27	0.7216	0.9998	0.9722	0.9974	0.9722	0.9972	0.8364	0.8284
1	0.03	0.03	205	40	27883	0	43	0.4819	1	1	0.9985	1	0.9985	0.6937	0.6504
1	0.03	0.03	252	97	51523	5	56	0.634	0.9999	0.951	0.9989	0.951	0.9988	0.776	0.7608
1	0.03	0.03	196	198	46353	4	110	0.6429	0.9999	0.9802	0.9976	0.9802	0.9976	0.7928	0.7765
1	0.03	0.03	184	117	30714	4	41	0.7405	0.9999	0.9669	0.9987	0.9669	0.9985	0.8455	0.8387
1	0.03	0.03	226	359	68530	11	106	0.772	0.9998	0.9703	0.9985	0.9703	0.9983	0.8647	0.8599
1	0.03	0.03	96	604	13520	34	38	0.9408	0.9975	0.9467	0.9972	0.9467	0.9949	0.9411	0.9437
1	0.03	0.03	269	163	62980	3	44	0.7874	1	0.9819	0.9993	0.9819	0.9993	0.879	0.874
1	0.03	0.03	289	298	91799	4	134	0.6898	1	0.9868	0.9985	0.9868	0.9985	0.8244	0.812
1	0.03	0.03	233	792	81634	51	144	0.8462	0.9994	0.9395	0.9982	0.9395	0.9976	0.8904	0.8904
1	0.03	0.03	162	94	25267	0	64	0.5949	1	1	0.9975	1	0.9975	0.7703	0.746
1	0.03	0.03	153	148	25203	7	67	0.6884	0.9997	0.9548	0.9973	0.9548	0.9971	0.8094	0.8
1	0.03	0.03	139	49	15852	2	28	0.6364	0.9999	0.9608	0.9982	0.9608	0.9981	0.7811	0.7656
1	0.03	0.03	165	72	23313	3	48	0.6	0.9999	0.96	0.9979	0.96	0.9978	0.7581	0.7385
1	0.03	0.03	232	375	69595	22	133	0.7382	0.9997	0.9446	0.9981	0.9446	0.9978	0.834	0.8287
1	0.03	0.03	128	72	13251	6	37	0.6606	0.9995	0.9231	0.9972	0.9231	0.9968	0.7794	0.7701
1	0.03	0.03	246	439	84019	18	190	0.6979	0.9998	0.9606	0.9977	0.9606	0.9975	0.8177	0.8085
1	0.03	0.03	165	243	33848	14	86	0.7386	0.9996	0.9455	0.9975	0.9455	0.9971	0.8343	0.8294
1	0.03	0.03	182	95	28059	2	47	0.669	0.9999	0.9794	0.9983	0.9794	0.9983	0.8087	0.795
1	0.03	0.03	369	457	162110	4	164	0.7359	1	0.9913	0.999	0.9913	0.999	0.8537	0.8447
1	0.03	0.03	158	92	21395	0	41	0.6917	1	1	0.9981	1	0.9981	0.8309	0.8178
1	0.03	0.03	317	193	87690	2	105	0.6477	1	0.9897	0.9988	0.9897	0.9988	0.8001	0.783
1	0.03	0.03	110	37	9128	0	15	0.7115	1	1	0.9984	1	0.9984	0.8428	0.8315
1	0.03	0.03	261	228	67196	7	97	0.7015	0.9999	0.9702	0.9986	0.9702	0.9985	0.8243	0.8143
1	0.03	0.03	232	714	112650	27	135	0.841	0.9998	0.9636	0.9988	0.9636	0.9986	0.8995	0.8981
1	0.03	0.03	219	118	40574	2	61	0.6592	1	0.9833	0.9985	0.9833	0.9985	0.8045	0.7893
1	0.03	0.03	258	306	81397	10	97	0.7593	0.9999	0.9684	0.9988	0.9684	0.9987	0.8569	0.8512
1	0.03	0.03	116	95	14551	5	55	0.6333	0.9997	0.95	0.9962	0.95	0.9959	0.7739	0.76
1	0.03	0.03	350	624	175912	20	159	0.7969	0.9999	0.9689	0.9991	0.9689	0.999	0.8783	0.8746
1	0.03	0.03	255	838	119298	41	118	0.8766	0.9997	0.9534	0.999	0.9534	0.9987	0.9135	0.9134
1	0.03	0.03	205	219	49472	3	76	0.7424	0.9999	0.9865	0.9985	0.9865	0.9984	0.8551	0.8472
1	0.03	0.03	239	583	98463	22	167	0.7773	0.9998	0.9636	0.9983	0.9636	0.9981	0.8646	0.8605
1	0.03	0.03	159	78	21200	0	43	0.6446	1	1	0.998	1	0.998	0.8021	0.7839
1	0.03	0.03	192	62	27385	0	48	0.5636	1	1	0.9983	1	0.9983	0.7501	0.7209
1	0.03	0.03	356	508	164333	22	162	0.7582	0.9999	0.9585	0.999	0.9585	0.9989	0.852	0.8467
1	0.03	0.03	148	177	25624	8	69	0.7195	0.9997	0.9568	0.9973	0.9568	0.997	0.8284	0.8213
1	0.03	0.03	327	279	113576	23	125	0.6906	0.9998	0.9238	0.9989	0.9238	0.9987	0.7982	0.7904
1	0.03	0.03	152	139	23898	5	48	0.7433	0.9998	0.9653	0.998	0.9653	0.9978	0.8461	0.8399
1	0.03	0.03	214	119	40588	2	46	0.7212	1	0.9835	0.9989	0.9835	0.9988	0.8417	0.8322
1	0.03	0.03	317	397	131817	7	134	0.7476	0.9999	0.9827	0.999	0.9827	0.9989	0.8567	0.8492
1	0.03	0.03	214	54	32534	0	52	0.5094	1	1	0.9984	1	0.9984	0.7132	0.675
1	0.03	0.03	303	509	136309	31	177	0.742	0.9998	0.9426	0.9987	0.9426	0.9985	0.8356	0.8303
1	0.03	0.03	274	181	74418	7	85	0.6805	0.9999	0.9628	0.9989	0.9628	0.9988	0.8089	0.7974
1	0.03	0.03	309	144	82416	2	59	0.7094	1	0.9863	0.9993	0.9863	0.9993	0.8361	0.8252
1	0.03	0.03	178	64	21867	0	14	0.8205	1	1	0.9994	1	0.9994	0.9055	0.9014
1	0.03	0.03	215	65	36203	1	46	0.5856	1	0.9848	0.9987	0.9848	0.9987	0.7589	0.7345
1	0.03	0.03	275	95	58502	1	55	0.6333	1	0.9896	0.9991	0.9896	0.999	0.7913	0.7724
1	0.03	0.03	190	145	40555	6	49	0.7474	0.9999	0.9603	0.9988	0.9603	0.9987	0.8466	0.8406
1	0.03	0.03	229	200	56345	6	65	0.7547	0.9999	0.9709	0.9988	0.9709	0.9987	0.8554	0.8493
1	0.03	0.03	164	125	28015	6	57	0.6868	0.9998	0.9542	0.998	0.9542	0.9978	0.8086	0.7987
1	0.03	0.03	206	700	91706	59	200	0.7778	0.9994	0.9223	0.9978	0.9223	0.9972	0.8456	0.8439
1	0.03	0.03	200	145	41107	1	75	0.6591	1	0.9932	0.9982	0.9932	0.9982	0.8083	0.7923
1	0.03	0.03	222	164	48601	2	61	0.7289	1	0.988	0.9987	0.988	0.9987	0.848	0.8389
1	0.03	0.03	341	676	164153	34	162	0.8067	0.9998	0.9521	0.999	0.9521	0.9988	0.8758	0.8734
1	0.03	0.03	363	844	221582	46	306	0.7339	0.9998	0.9483	0.9986	0.9483	0.9984	0.8335	0.8275
1	0.03	0.03	238	125	49584	5	56	0.6906	0.9999	0.9615	0.9989	0.9615	0.9988	0.8144	0.8039
1	0.03	0.03	239	401	74569	35	73	0.846	0.9995	0.9197	0.999	0.9197	0.9986	0.8814	0.8813
1	0.03	0.03	174	97	27107	5	52	0.651	0.9998	0.951	0.9981	0.951	0.9979	0.7859	0.7729
1	0.03	0.03	320	448	127667	16	140	0.7619	0.9999	0.9655	0.9989	0.9655	0.9988	0.8571	0.8517
1	0.03	0.03	123	262	23971	5	72	0.7844	0.9998	0.9813	0.997	0.9813	0.9968	0.8759	0.8719
1	0.03	0.03	278	324	76985	13	99	0.766	0.9998	0.9614	0.9987	0.9614	0.9986	0.8575	0.8526
1	0.03	0.03	141	74	18034	2	35	0.6789	0.9999	0.9737	0.9981	0.9737	0.998	0.8122	0.8
1	0.03	0.03	244	706	103295	37	158	0.8171	0.9996	0.9502	0.9985	0.9502	0.9981	0.8803	0.8787
1	0.03	0.03	198	73	29792	0	25	0.7449	1	1	0.9992	1	0.9992	0.8627	0.8538
1	0.03	0.03	286	204	77145	2	70	0.7445	1	0.9903	0.9991	0.9903	0.9991	0.8583	0.85
1	0.03	0.03	201	143	36398	1	43	0.7688	1	0.9931	0.9988	0.9931	0.9988	0.8732	0.8667
1	0.03	0.03	234	597	99652	20	307	0.6604	0.9998	0.9676	0.9969	0.9676	0.9967	0.798	0.785
1	0.03	0.03	321	157	89438	12	69	0.6947	0.9999	0.929	0.9992	0.929	0.9991	0.8029	0.7949
1	0.03	0.03	252	573	113227	22	181	0.7599	0.9998	0.963	0.9984	0.963	0.9982	0.8547	0.8495
1	0.03	0.03	231	254	56951	8	78	0.7651	0.9999	0.9695	0.9986	0.9695	0.9985	0.8605	0.8552
1	0.03	0.03	278	201	75965	3	76	0.7256	1	0.9853	0.999	0.9853	0.999	0.8451	0.8358
1	0.03	0.03	287	501	122911	20	321	0.6095	0.9998	0.9616	0.9974	0.9616	0.9972	0.7644	0.7461
1	0.03	0.03	189	202	37661	1	86	0.7014	1	0.9951	0.9977	0.9951	0.9977	0.8345	0.8228
1	0.03	0.03	281	133	68064	3	65	0.6717	1	0.9779	0.999	0.9779	0.999	0.8101	0.7964
1	0.03	0.03	278	683	125326	32	212	0.7631	0.9997	0.9552	0.9983	0.9552	0.9981	0.8529	0.8484
1	0.03	0.03	168	206	33888	11	86	0.7055	0.9997	0.9493	0.9975	0.9493	0.9972	0.8171	0.8094
1	0.03	0.03	137	162	19679	5	54	0.75	0.9997	0.9701	0.9973	0.9701	0.997	0.8516	0.846
1	0.03	0.03	271	243	83052	9	132	0.648	0.9999	0.9643	0.9984	0.9643	0.9983	0.7898	0.7751
1	0.03	0.03	171	81	23103	2	34	0.7043	0.9999	0.9759	0.9985	0.9759	0.9984	0.8284	0.8182
1	0.03	0.03	153	58	17686	1	21	0.7342	0.9999	0.9831	0.9988	0.9831	0.9988	0.849	0.8406
1	0.03	0.03	135	60	15479	0	37	0.6186	1	1	0.9976	1	0.9976	0.7855	0.7643
1	0.03	0.03	142	59	15839	0	33	0.6413	1	1	0.9979	1	0.9979	0.8	0.7815
1	0.03	0.03	202	83	31986	2	60	0.5804	0.9999	0.9765	0.9981	0.9765	0.9981	0.7521	0.7281
1	0.03	0.03	202	118	38868	0	74	0.6146	1	1	0.9981	1	0.9981	0.7832	0.7613
1	0.03	0.03	299	551	122518	18	169	0.7653	0.9999	0.9684	0.9986	0.9684	0.9985	0.8602	0.8549
1	0.03	0.03	272	528	113238	39	198	0.7273	0.9997	0.9312	0.9983	0.9312	0.9979	0.822	0.8167
1	0.03	0.03	280	120	64431	8	61	0.663	0.9999	0.9375	0.9991	0.9375	0.9989	0.7879	0.7767
1	0.03	0.03	225	56	37301	0	44	0.56	1	1	0.9988	1	0.9988	0.7479	0.7179
1	0.03	0.03	203	113	37230	4	54	0.6766	0.9999	0.9658	0.9986	0.9658	0.9984	0.8077	0.7958
1	0.03	0.03	325	133	88202	2	73	0.6456	1	0.9852	0.9992	0.9852	0.9992	0.7972	0.7801
1	0.03	0.03	210	166	46115	5	74	0.6917	0.9999	0.9708	0.9984	0.9708	0.9983	0.8187	0.8078
1	0.03	0.03	173	86	26647	2	61	0.585	0.9999	0.9773	0.9977	0.9773	0.9976	0.7552	0.7319
1	0.03	0.03	174	100	27325	6	64	0.6098	0.9998	0.9434	0.9977	0.9434	0.9975	0.7574	0.7407
1	0.03	0.03	297	760	121341	21	143	0.8416	0.9998	0.9731	0.9988	0.9731	0.9987	0.9044	0.9026
1	0.03	0.03	203	153	41941	4	97	0.612	0.9999	0.9745	0.9977	0.9745	0.9976	0.7713	0.7518
1	0.03	0.03	270	78	53810	2	66	0.5417	1	0.975	0.9988	0.975	0.9987	0.7262	0.6964
1	0.03	0.03	149	112	20164	2	23	0.8296	0.9999	0.9825	0.9989	0.9825	0.9988	0.9022	0.8996
1	0.03	0.03	230	196	56613	10	134	0.5939	0.9998	0.9515	0.9976	0.9515	0.9975	0.7507	0.7313
1	0.03	0.03	152	51	17475	0	52	0.4951	1	1	0.997	1	0.997	0.7026	0.6623
1	0.03	0.03	132	106	19142	3	55	0.6584	0.9998	0.9725	0.9971	0.9725	0.997	0.7989	0.7852
1	0.03	0.03	238	581	93612	39	163	0.7809	0.9996	0.9371	0.9983	0.9371	0.9979	0.8544	0.8519
1	0.03	0.03	191	374	57452	17	127	0.7465	0.9997	0.9565	0.9978	0.9565	0.9975	0.8439	0.8386
1	0.03	0.03	226	113	44081	2	57	0.6647	1	0.9826	0.9987	0.9826	0.9987	0.8076	0.793
1	0.03	0.03	172	253	39813	4	116	0.6856	0.9999	0.9844	0.9971	0.9844	0.997	0.8203	0.8083
1	0.03	0.03	273	224	78706	5	68	0.7671	0.9999	0.9782	0.9991	0.9782	0.9991	0.8658	0.8599
1	0.03	0.03	188	206	39300	4	111	0.6498	0.9999	0.981	0.9972	0.981	0.9971	0.7972	0.7818
1	0.03	0.03	323	214	102492	10	115	0.6505	0.9999	0.9554	0.9989	0.9554	0.9988	0.7878	0.774
1	0.03	0.03	228	75	39787	5	36	0.6757	0.9999	0.9375	0.9991	0.9375	0.999	0.7954	0.7853
1	0.03	0.03	327	345	123316	5	87	0.7986	1	0.9857	0.9993	0.9857	0.9993	0.8869	0.8824
1	0.03	0.03	128	105	16474	4	70	0.6	0.9998	0.9633	0.9958	0.9633	0.9956	0.7584	0.7394
1	0.03	0.03	186	98	30959	3	65	0.6012	0.9999	0.9703	0.9979	0.9703	0.9978	0.7629	0.7424
1	0.03	0.03	234	233	62860	6	91	0.7191	0.9999	0.9749	0.9986	0.9749	0.9985	0.8366	0.8277
1	0.03	0.03	212	106	38624	0	51	0.6752	1	1	0.9987	1	0.9987	0.8211	0.8061
1	0.03	0.03	233	368	72317	16	70	0.8402	0.9998	0.9583	0.999	0.9583	0.9988	0.8967	0.8954
1	0.03	0.03	167	70	22893	0	42	0.625	1	1	0.9982	1	0.9982	0.7898	0.7692
1	0.03	0.03	237	204	64650	7	119	0.6316	0.9999	0.9668	0.9982	0.9668	0.9981	0.7806	0.764
1	0.03	0.03	259	269	72743	6	135	0.6658	0.9999	0.9782	0.9981	0.9782	0.9981	0.8062	0.7923
1	0.03	0.03	195	276	52600	9	90	0.7541	0.9998	0.9684	0.9983	0.9684	0.9981	0.8537	0.8479
1	0.03	0.03	304	178	82345	4	94	0.6544	1	0.978	0.9989	0.978	0.9988	0.7995	0.7841
1	0.03	0.03	189	146	38545	9	81	0.6432	0.9998	0.9419	0.9979	0.9419	0.9977	0.7773	0.7644
1	0.03	0.03	287	168	73674	1	77	0.6857	1	0.9941	0.999	0.9941	0.9989	0.8252	0.8116
1	0.03	0.03	331	241	112215	11	108	0.6905	0.9999	0.9563	0.999	0.9563	0.9989	0.8122	0.802
1	0.03	0.03	298	275	100202	16	83	0.7682	0.9998	0.945	0.9992	0.945	0.999	0.8515	0.8475
1	0.03	0.03	328	129	89887	3	81	0.6143	1	0.9773	0.9991	0.9773	0.9991	0.7744	0.7544
1	0.03	0.03	213	344	57166	28	92	0.789	0.9995	0.9247	0.9984	0.9247	0.9979	0.8532	0.8515
1	0.03	0.03	361	211	125444	14	82	0.7201	0.9999	0.9378	0.9993	0.9378	0.9992	0.8214	0.8147
1	0.03	0.03	163	92	23948	3	47	0.6619	0.9999	0.9684	0.998	0.9684	0.9979	0.7997	0.7863
1	0.03	0.03	204	192	50142	5	64	0.75	0.9999	0.9746	0.9987	0.9746	0.9986	0.8543	0.8477
1	0.03	0.03	219	64	33315	0	32	0.6667	1	1	0.999	1	0.999	0.8161	0.8
1	0.03	0.03	149	81	20163	2	55	0.5956	0.9999	0.9759	0.9973	0.9759	0.9972	0.7613	0.7397
1	0.03	0.03	213	413	69087	23	228	0.6443	0.9997	0.9472	0.9967	0.9472	0.9964	0.7797	0.7669
1	0.03	0.03	193	247	50015	9	132	0.6517	0.9998	0.9648	0.9974	0.9648	0.9972	0.7918	0.778
1	0.03	0.03	274	335	87482	9	164	0.6713	0.9999	0.9738	0.9981	0.9738	0.998	0.8077	0.7948
1	0.03	0.03	240	103	49301	2	49	0.6776	1	0.981	0.999	0.981	0.999	0.8149	0.8016
1	0.03	0.03	217	58	34074	0	59	0.4957	1	1	0.9983	1	0.9983	0.7035	0.6629
1	0.03	0.03	201	136	36662	4	54	0.7158	0.9999	0.9714	0.9985	0.9714	0.9984	0.8332	0.8242
1	0.03	0.03	136	78	15469	1	28	0.7358	0.9999	0.9873	0.9982	0.9873	0.9981	0.8516	0.8432
1	0.03	0.03	234	161	50823	3	53	0.7523	0.9999	0.9817	0.999	0.9817	0.9989	0.8589	0.8519
1	0.03	0.03	194	91	33002	3	57	0.6149	0.9999	0.9681	0.9983	0.9681	0.9982	0.7708	0.7521
1	0.03	0.03	172	49	22286	2	29	0.6282	0.9999	0.9608	0.9987	0.9608	0.9986	0.7763	0.7597
1	0.03	0.03	229	148	49871	6	61	0.7081	0.9999	0.961	0.9988	0.961	0.9987	0.8244	0.8154
1	0.03	0.03	139	35	13628	0	32	0.5224	1	1	0.9977	1	0.9977	0.7219	0.6863
1	0.03	0.03	290	169	81546	4	91	0.65	1	0.9769	0.9989	0.9769	0.9988	0.7964	0.7806
