label	cutoff	tp	tn	fp	fn	sensitivity	specificity	ppv	npv	fdr	accuracy	mcc	f1score
0.03	0.03	2.75622e+07	7.41649e+09	2.51558e+06	3.91124e+06	0.875729	0.999661	0.916364	0.999473	0.916364	0.999137	0.895385	0.895586	
0.03	0.03	2.73648e+07	7.42181e+09	2.40997e+06	4.02281e+06	0.871835	0.999675	0.91906	0.999458	0.91906	0.999137	0.894705	0.894825	
0.03	0.03	2.76615e+07	7.43942e+09	2.62535e+06	3.8681e+06	0.877318	0.999647	0.913317	0.99948	0.913317	0.999131	0.894702	0.894956	
0.03	0.03	2.74357e+07	7.42821e+09	2.42559e+06	4.00909e+06	0.872504	0.999674	0.918771	0.999461	0.918771	0.999138	0.894908	0.89504	
0.03	0.03	2.75005e+07	7.44255e+09	2.41614e+06	4.03558e+06	0.872033	0.999675	0.919237	0.999458	0.919237	0.999137	0.894894	0.895013	
0.03	0.03	2.76196e+07	7.38872e+09	2.6777e+06	3.77878e+06	0.87965	0.999638	0.911619	0.999489	0.911619	0.99913	0.895057	0.89535	
0.03	0.03	2.75374e+07	7.43862e+09	2.48336e+06	3.95247e+06	0.874484	0.999666	0.917279	0.999469	0.917279	0.999139	0.895196	0.89537	
0.03	0.03	2.75302e+07	7.42141e+09	2.53923e+06	3.88997e+06	0.876195	0.999658	0.915555	0.999476	0.915555	0.999138	0.895228	0.895443	
0.03	0.03	2.76164e+07	7.44093e+09	2.62694e+06	3.86728e+06	0.877166	0.999647	0.91314	0.999481	0.91314	0.999131	0.894538	0.894791	
0.03	0.03	2.74539e+07	7.44067e+09	2.38645e+06	4.03648e+06	0.871819	0.999679	0.920026	0.999458	0.920026	0.999141	0.89517	0.895274	
0.03	0.03	2.74541e+07	7.44138e+09	2.3995e+06	4.05274e+06	0.87137	0.999678	0.919625	0.999456	0.919625	0.999137	0.894742	0.894847	
0.03	0.03	2.74735e+07	7.43223e+09	2.38906e+06	4.02426e+06	0.872237	0.999679	0.919998	0.999459	0.919998	0.999141	0.895371	0.895481	
0.03	0.03	2.7474e+07	7.43613e+09	2.39348e+06	4.02798e+06	0.872136	0.999678	0.919863	0.999459	0.919863	0.99914	0.895253	0.895364	
0.03	0.03	2.74554e+07	7.43686e+09	2.42415e+06	4.0168e+06	0.87237	0.999674	0.918869	0.99946	0.918869	0.999138	0.894888	0.895016	
0.03	0.03	2.75448e+07	7.41542e+09	2.53236e+06	3.88113e+06	0.876499	0.999659	0.915805	0.999477	0.915805	0.999139	0.895506	0.895721	
0.03	0.03	2.76753e+07	7.41536e+09	2.71321e+06	3.75583e+06	0.880506	0.999634	0.910716	0.999494	0.910716	0.999132	0.895049	0.895356	
0.03	0.03	2.74992e+07	7.422e+09	2.56113e+06	3.91588e+06	0.87535	0.999655	0.9148	0.999473	0.9148	0.999131	0.894424	0.894641	
0.03	0.03	2.76937e+07	7.42192e+09	2.7157e+06	3.76964e+06	0.88019	0.999634	0.910695	0.999492	0.910695	0.99913	0.894877	0.895183	
0.03	0.03	2.74396e+07	7.41932e+09	2.39277e+06	4.01474e+06	0.872363	0.999678	0.919793	0.999459	0.919793	0.99914	0.895335	0.89545	
0.03	0.03	2.74969e+07	7.43817e+09	2.39658e+06	4.03679e+06	0.871985	0.999678	0.919829	0.999458	0.919829	0.999139	0.895158	0.895268	
0.03	0.03	2.74878e+07	7.4421e+09	2.39756e+06	4.02886e+06	0.872167	0.999678	0.919775	0.999459	0.919775	0.99914	0.895226	0.895339	
0.03	0.03	2.77368e+07	7.43555e+09	2.72143e+06	3.76872e+06	0.880379	0.999634	0.91065	0.999493	0.91065	0.999131	0.894952	0.895259	
0.03	0.03	2.74055e+07	7.42766e+09	2.38217e+06	4.02037e+06	0.872068	0.999679	0.920028	0.999459	0.920028	0.999142	0.895299	0.895406	
0.03	0.03	2.73962e+07	7.42109e+09	2.36338e+06	4.03067e+06	0.871744	0.999682	0.920584	0.999457	0.920584	0.999142	0.895404	0.895499	
0.03	0.03	2.74523e+07	7.43249e+09	2.39639e+06	4.02488e+06	0.872134	0.999678	0.919715	0.999459	0.919715	0.99914	0.895179	0.895293	
0.03	0.03	2.74499e+07	7.4171e+09	2.40745e+06	4.01378e+06	0.872431	0.999676	0.919368	0.999459	0.919368	0.999138	0.895162	0.895285	
0.03	0.03	2.74879e+07	7.44159e+09	2.41312e+06	4.03402e+06	0.872025	0.999676	0.919296	0.999458	0.919296	0.999138	0.894918	0.895037	
0.03	0.03	2.75531e+07	7.43384e+09	2.53162e+06	3.90557e+06	0.875851	0.99966	0.91585	0.999475	0.91585	0.999138	0.895196	0.895404	
0.03	0.03	2.74828e+07	7.44248e+09	2.40168e+06	4.02244e+06	0.872325	0.999677	0.919634	0.99946	0.919634	0.999141	0.895239	0.895355	
0.03	0.03	2.74685e+07	7.436e+09	2.41415e+06	4.02249e+06	0.872265	0.999675	0.919212	0.999459	0.919212	0.999138	0.895001	0.895124	
0.03	0.03	2.74914e+07	7.43416e+09	2.38799e+06	4.03463e+06	0.872022	0.999679	0.920079	0.999458	0.920079	0.99914	0.895299	0.895406	
0.03	0.03	2.74251e+07	7.42239e+09	2.38391e+06	4.02329e+06	0.872067	0.999679	0.920027	0.999458	0.920027	0.999141	0.895297	0.895405	
0.03	0.03	2.7352e+07	7.39952e+09	2.40674e+06	4.00085e+06	0.872393	0.999675	0.919125	0.99946	0.919125	0.999138	0.895024	0.895149	
0.03	0.03	2.73345e+07	7.41236e+09	2.37906e+06	4.01465e+06	0.871937	0.999679	0.919934	0.999459	0.919934	0.999141	0.895186	0.895293	
0.03	0.03	2.74877e+07	7.43929e+09	2.39344e+06	4.03259e+06	0.872064	0.999678	0.919902	0.999458	0.919902	0.99914	0.895234	0.895344	
0.03	0.03	2.77032e+07	7.43523e+09	2.6783e+06	3.80328e+06	0.879286	0.99964	0.911844	0.999489	0.911844	0.999132	0.894983	0.895269	
0.03	0.03	2.74925e+07	7.42486e+09	2.48351e+06	3.94612e+06	0.874482	0.999666	0.91715	0.999469	0.91715	0.999138	0.895131	0.895308	
0.03	0.03	2.74497e+07	7.43065e+09	2.39786e+06	4.02435e+06	0.872138	0.999677	0.919663	0.999459	0.919663	0.99914	0.895156	0.89527	
0.03	0.03	2.7582e+07	7.43247e+09	2.5322e+06	3.90093e+06	0.876094	0.999659	0.915913	0.999475	0.915913	0.999138	0.895352	0.895561	
0.03	0.03	2.76067e+07	7.42523e+09	2.54096e+06	3.89339e+06	0.876401	0.999658	0.915716	0.999476	0.915716	0.999137	0.895412	0.895627	
0.03	0.03	2.76079e+07	7.40643e+09	2.69038e+06	3.75074e+06	0.880392	0.999637	0.911204	0.999494	0.911204	0.999134	0.895232	0.895533	
0.03	0.03	2.73809e+07	7.41328e+09	2.36914e+06	4.02928e+06	0.87172	0.999681	0.920365	0.999457	0.920365	0.999141	0.895284	0.895382	
0.03	0.03	2.74575e+07	7.41502e+09	2.39225e+06	4.02722e+06	0.87209	0.999677	0.919857	0.999457	0.919857	0.999138	0.895225	0.895337	
0.03	0.03	2.74061e+07	7.41094e+09	2.39224e+06	4.00988e+06	0.872362	0.999677	0.919719	0.999459	0.919719	0.99914	0.895299	0.895415	
0.03	0.03	2.7565e+07	7.42194e+09	2.62213e+06	3.84577e+06	0.877565	0.999647	0.913137	0.999482	0.913137	0.999133	0.894741	0.894998	
0.03	0.03	2.76707e+07	7.42864e+09	2.64062e+06	3.85974e+06	0.877587	0.999645	0.912883	0.999481	0.912883	0.999129	0.894625	0.894887	
0.03	0.03	2.7356e+07	7.41746e+09	2.36254e+06	4.03522e+06	0.871454	0.999682	0.920503	0.999456	0.920503	0.999141	0.895214	0.895307	
0.03	0.03	2.73986e+07	7.40827e+09	2.35273e+06	4.04011e+06	0.871492	0.999683	0.92092	0.999455	0.92092	0.999141	0.895437	0.895525	
0.03	0.03	2.74952e+07	7.43269e+09	2.39579e+06	4.0268e+06	0.872254	0.999678	0.919849	0.999459	0.919849	0.99914	0.895306	0.89542	
0.03	0.03	2.73835e+07	7.33976e+09	2.64788e+06	3.74314e+06	0.879745	0.999639	0.91183	0.99949	0.91183	0.999133	0.89521	0.8955	
0.03	0.03	2.75562e+07	7.41871e+09	2.52109e+06	3.89178e+06	0.876247	0.99966	0.91618	0.999476	0.91618	0.99914	0.895561	0.895769	
0.03	0.03	2.73517e+07	7.41905e+09	2.3816e+06	4.01339e+06	0.872043	0.999679	0.919901	0.999459	0.919901	0.999142	0.895224	0.895333	
0.03	0.03	2.74339e+07	7.41455e+09	2.51372e+06	3.90816e+06	0.875306	0.999661	0.916063	0.999473	0.916063	0.999138	0.895022	0.895221	
0.03	0.03	2.74724e+07	7.42562e+09	2.3994e+06	4.02185e+06	0.872299	0.999677	0.919677	0.999459	0.919677	0.999139	0.895245	0.895362	
0.03	0.03	2.7603e+07	7.43715e+09	2.58407e+06	3.91308e+06	0.875839	0.999653	0.914398	0.999474	0.914398	0.99913	0.894476	0.894703	
0.03	0.03	2.76614e+07	7.43221e+09	2.6471e+06	3.84401e+06	0.877989	0.999644	0.912661	0.999483	0.912661	0.999131	0.894722	0.894989	
0.03	0.03	2.75919e+07	7.44113e+09	2.53969e+06	3.90236e+06	0.876093	0.999659	0.915713	0.999476	0.915713	0.999138	0.895253	0.895465	
0.03	0.03	2.7457e+07	7.43908e+09	2.39855e+06	4.02341e+06	0.872193	0.999678	0.919661	0.999459	0.919661	0.999141	0.895184	0.895299	
0.03	0.03	2.74392e+07	7.36851e+09	2.52449e+06	3.86725e+06	0.876471	0.999658	0.915748	0.999475	0.915748	0.999137	0.895463	0.895679	
0.03	0.03	2.74499e+07	7.42772e+09	2.39318e+06	4.02734e+06	0.872055	0.999678	0.919808	0.999458	0.919808	0.99914	0.895184	0.895295	
0.03	0.03	2.74299e+07	7.43201e+09	2.41731e+06	4.01504e+06	0.872315	0.999675	0.919011	0.99946	0.919011	0.999138	0.894929	0.895054	
0.03	0.03	2.73095e+07	7.40289e+09	2.37843e+06	3.9891e+06	0.872547	0.999679	0.919886	0.999461	0.919886	0.999144	0.895477	0.895591	
0.03	0.03	2.74898e+07	7.43463e+09	2.4315e+06	4.01007e+06	0.872696	0.999673	0.918737	0.999461	0.918737	0.999138	0.89499	0.895125	
0.03	0.03	2.75129e+07	7.42033e+09	2.49715e+06	3.92388e+06	0.875182	0.999664	0.91679	0.999471	0.91679	0.999139	0.895314	0.895503	
0.03	0.03	2.77156e+07	7.42605e+09	2.70619e+06	3.77364e+06	0.880161	0.999636	0.911044	0.999492	0.911044	0.999131	0.895035	0.895337	
0.03	0.03	2.74554e+07	7.4054e+09	2.50782e+06	3.88916e+06	0.875922	0.999661	0.916303	0.999475	0.916303	0.99914	0.895456	0.895658	
0.03	0.03	2.74261e+07	7.42517e+09	2.40249e+06	4.0287e+06	0.871921	0.999677	0.919457	0.999458	0.919457	0.999138	0.894943	0.895058	
0.03	0.03	2.73786e+07	7.42475e+09	2.37236e+06	4.03486e+06	0.871556	0.999681	0.920259	0.999457	0.920259	0.999141	0.895148	0.895246	
0.03	0.03	2.74498e+07	7.43455e+09	2.4141e+06	4.0219e+06	0.872206	0.999675	0.919163	0.999459	0.919163	0.999138	0.894947	0.895069	
0.03	0.03	2.76226e+07	7.44537e+09	2.53424e+06	3.90994e+06	0.876003	0.99966	0.915965	0.999475	0.915965	0.999138	0.895331	0.895538	
0.03	0.03	2.73542e+07	7.39124e+09	2.3715e+06	4.02984e+06	0.871596	0.999679	0.920221	0.999455	0.920221	0.999138	0.895148	0.895248	
0.03	0.03	2.74656e+07	7.43992e+09	2.40514e+06	4.02262e+06	0.87225	0.999677	0.919482	0.99946	0.919482	0.99914	0.895125	0.895243	
0.03	0.03	2.74415e+07	7.43408e+09	2.36162e+06	4.06527e+06	0.870972	0.999682	0.920759	0.999453	0.920759	0.999139	0.89509	0.895174	
0.03	0.03	2.74117e+07	7.42729e+09	2.37549e+06	4.03237e+06	0.871761	0.99968	0.920251	0.999457	0.920251	0.999141	0.895249	0.89535	
0.03	0.03	2.75625e+07	7.43457e+09	2.52686e+06	3.89924e+06	0.876064	0.99966	0.916021	0.999476	0.916021	0.99914	0.89539	0.895597	
0.03	0.03	2.7296e+07	7.40875e+09	2.36607e+06	4.01557e+06	0.871755	0.999681	0.920232	0.999458	0.920232	0.999143	0.895238	0.895338	
0.03	0.03	2.75669e+07	7.41587e+09	2.52994e+06	3.89963e+06	0.876071	0.999659	0.91594	0.999474	0.91594	0.999137	0.895352	0.895562	
0.03	0.03	2.75296e+07	7.38663e+09	2.67259e+06	3.76922e+06	0.879573	0.999638	0.91151	0.99949	0.91151	0.999132	0.894965	0.895257	
0.03	0.03	2.73712e+07	7.40427e+09	2.36884e+06	4.02157e+06	0.871895	0.99968	0.920349	0.999457	0.920349	0.999141	0.895366	0.895467	
0.03	0.03	2.75533e+07	7.43726e+09	2.51371e+06	3.92466e+06	0.87532	0.999662	0.916396	0.999473	0.916396	0.999138	0.895192	0.895388	
0.03	0.03	2.74574e+07	7.43908e+09	2.40786e+06	4.01145e+06	0.872526	0.999676	0.919376	0.999461	0.919376	0.999141	0.895216	0.895339	
0.03	0.03	2.74219e+07	7.42787e+09	2.34676e+06	4.07859e+06	0.870523	0.999684	0.921166	0.999451	0.921166	0.999139	0.895057	0.895129	
0.03	0.03	2.74226e+07	7.44277e+09	2.34735e+06	4.08936e+06	0.870228	0.999685	0.92115	0.999451	0.92115	0.999139	0.894898	0.894966	
0.03	0.03	2.73902e+07	7.41987e+09	2.35989e+06	4.0392e+06	0.871483	0.999682	0.920676	0.999456	0.920676	0.999141	0.895314	0.895404	
0.03	0.03	2.74335e+07	7.43188e+09	2.42023e+06	4.01225e+06	0.872407	0.999674	0.91893	0.99946	0.91893	0.999138	0.894937	0.895065	
0.03	0.03	2.76141e+07	7.43463e+09	2.51461e+06	3.92483e+06	0.875556	0.999662	0.916538	0.999472	0.916538	0.999138	0.895382	0.895578	
0.03	0.03	2.74836e+07	7.43918e+09	2.39572e+06	4.02125e+06	0.872361	0.999678	0.91982	0.99946	0.91982	0.999141	0.895348	0.895462	
0.03	0.03	2.74822e+07	7.43647e+09	2.4126e+06	4.03191e+06	0.87206	0.999676	0.919297	0.999458	0.919297	0.999137	0.894937	0.895056	
0.03	0.03	2.74362e+07	7.43006e+09	2.37455e+06	4.03986e+06	0.871653	0.999681	0.920346	0.999457	0.920346	0.999141	0.89524	0.895338	
0.03	0.03	2.76287e+07	7.44195e+09	2.54198e+06	3.89859e+06	0.876343	0.999659	0.915747	0.999476	0.915747	0.999139	0.895397	0.895611	
0.03	0.03	2.74341e+07	7.43459e+09	2.37966e+06	4.03096e+06	0.871891	0.99968	0.920182	0.999458	0.920182	0.999142	0.895283	0.895386	
0.03	0.03	2.75672e+07	7.42883e+09	2.52058e+06	3.90083e+06	0.876038	0.999661	0.916226	0.999475	0.916226	0.99914	0.895477	0.895681	
0.03	0.03	2.74374e+07	7.43052e+09	2.39212e+06	4.05331e+06	0.871285	0.999678	0.919807	0.999455	0.919807	0.999137	0.894787	0.894889	
0.03	0.03	2.75202e+07	7.43034e+09	2.52785e+06	3.89595e+06	0.875989	0.99966	0.915873	0.999476	0.915873	0.999139	0.895279	0.895487	
0.03	0.03	2.74201e+07	7.41066e+09	2.36305e+06	4.05755e+06	0.871097	0.999681	0.920658	0.999453	0.920658	0.999138	0.895105	0.895192	
0.03	0.03	2.73927e+07	7.40751e+09	2.40055e+06	4.02327e+06	0.871936	0.999676	0.919427	0.999457	0.919427	0.999137	0.894936	0.895052	
0.03	0.03	2.75747e+07	7.43016e+09	2.52172e+06	3.90111e+06	0.87606	0.999661	0.916212	0.999475	0.916212	0.99914	0.895481	0.895686	
0.03	0.03	2.74553e+07	7.43174e+09	2.41523e+06	4.01707e+06	0.872362	0.999675	0.919144	0.99946	0.919144	0.999138	0.895017	0.895142	
0.03	0.03	2.75995e+07	7.43965e+09	2.52978e+06	3.91046e+06	0.875898	0.99966	0.916036	0.999475	0.916036	0.999138	0.895311	0.895517	
0.03	0.03	2.7286e+07	7.40804e+09	2.37161e+06	4.00034e+06	0.872138	0.99968	0.920034	0.99946	0.920034	0.999144	0.895339	0.895446	
0.03	0.03	2.7416e+07	7.42347e+09	2.48574e+06	3.94316e+06	0.874258	0.999665	0.91687	0.999469	0.91687	0.999138	0.89488	0.895057	
0.03	0.03	2.73987e+07	7.42706e+09	2.38681e+06	4.01266e+06	0.872254	0.999679	0.919867	0.99946	0.919867	0.999142	0.895316	0.895428	
0.03	0.03	2.74743e+07	7.4321e+09	2.39199e+06	4.0268e+06	0.872169	0.999678	0.91991	0.999458	0.91991	0.99914	0.895293	0.895404	
0.03	0.03	2.74124e+07	7.4246e+09	2.39386e+06	4.01518e+06	0.87224	0.999678	0.919686	0.999459	0.919686	0.999141	0.89522	0.895335	
0.03	0.03	2.73899e+07	7.40936e+09	2.38917e+06	4.01925e+06	0.872036	0.999678	0.91977	0.999458	0.91977	0.999139	0.895155	0.895267	
0.03	0.03	2.77001e+07	7.42863e+09	2.68402e+06	3.8002e+06	0.87936	0.999639	0.911664	0.999489	0.911664	0.999131	0.894931	0.89522	
0.03	0.03	2.74519e+07	7.4254e+09	2.39157e+06	4.02696e+06	0.872074	0.999678	0.919863	0.999458	0.919863	0.99914	0.895221	0.895331	
0.03	0.03	2.76589e+07	7.43367e+09	2.62988e+06	3.8666e+06	0.87735	0.999646	0.913173	0.99948	0.913173	0.99913	0.894647	0.894903	
0.03	0.03	2.75303e+07	7.42044e+09	2.52985e+06	3.89151e+06	0.876152	0.999659	0.91584	0.999476	0.91584	0.999139	0.895346	0.895557	
0.03	0.03	2.75885e+07	7.41449e+09	2.69805e+06	3.75049e+06	0.880325	0.999636	0.910916	0.999494	0.910916	0.999134	0.895056	0.895359	
0.03	0.03	2.74574e+07	7.43188e+09	2.38572e+06	4.02902e+06	0.872039	0.999679	0.920058	0.999458	0.920058	0.999141	0.895298	0.895405	
0.03	0.03	2.74329e+07	7.43212e+09	2.3651e+06	4.0736e+06	0.870706	0.999682	0.920629	0.999452	0.920629	0.999138	0.89489	0.894972	
0.03	0.03	2.75256e+07	7.42301e+09	2.51986e+06	3.9012e+06	0.875864	0.999661	0.916132	0.999475	0.916132	0.999139	0.895341	0.895545	
0.03	0.03	2.74066e+07	7.41876e+09	2.39302e+06	3.9991e+06	0.872663	0.999678	0.919696	0.999461	0.919696	0.999142	0.895443	0.895563	
0.03	0.03	2.75631e+07	7.43003e+09	2.52562e+06	3.91442e+06	0.875644	0.99966	0.916061	0.999473	0.916061	0.999137	0.895193	0.895397	
0.03	0.03	2.77062e+07	7.44084e+09	2.71051e+06	3.77659e+06	0.880043	0.999636	0.910887	0.999493	0.910887	0.999132	0.894898	0.895199	
0.03	0.03	2.74491e+07	7.43773e+09	2.42351e+06	4.01648e+06	0.872353	0.999674	0.918872	0.99946	0.918872	0.999138	0.89488	0.895008	
0.03	0.03	2.73834e+07	7.42353e+09	2.36375e+06	4.03939e+06	0.87145	0.999682	0.920538	0.999456	0.920538	0.999141	0.89523	0.895322	
0.03	0.03	2.74533e+07	7.44385e+09	2.36709e+06	4.05664e+06	0.871259	0.999682	0.920622	0.999455	0.920622	0.999141	0.895172	0.89526	
0.03	0.03	2.7431e+07	7.43483e+09	2.39909e+06	4.0174e+06	0.872254	0.999677	0.919575	0.99946	0.919575	0.999141	0.895173	0.89529	
0.03	0.03	2.77494e+07	7.43029e+09	2.71573e+06	3.76927e+06	0.880411	0.999635	0.910858	0.999493	0.910858	0.999131	0.89507	0.895376	
0.03	0.03	2.7401e+07	7.43082e+09	2.35571e+06	4.07079e+06	0.870652	0.999683	0.920834	0.999452	0.920834	0.999139	0.894963	0.89504	
0.03	0.03	2.76166e+07	7.43561e+09	2.53685e+06	3.89184e+06	0.876482	0.999659	0.915869	0.999477	0.915869	0.999139	0.895529	0.895743	
0.03	0.03	2.71453e+07	7.43519e+09	2.26949e+06	4.32337e+06	0.862613	0.999695	0.922845	0.999419	0.922845	0.999117	0.891782	0.891713	
0.03	0.03	2.74453e+07	7.42835e+09	2.39358e+06	4.01864e+06	0.872278	0.999678	0.919783	0.999459	0.919783	0.999141	0.895287	0.895401	
0.03	0.03	2.7175e+07	7.41299e+09	2.37638e+06	4.03156e+06	0.87081	0.99968	0.919585	0.999456	0.919585	0.999139	0.894436	0.894533	
0.03	0.03	2.74309e+07	7.428e+09	2.36535e+06	4.03866e+06	0.871664	0.999682	0.920616	0.999457	0.920616	0.999142	0.895378	0.895472	
0.03	0.03	2.76839e+07	7.43744e+09	2.7205e+06	3.7677e+06	0.880207	0.999634	0.910523	0.999494	0.910523	0.999132	0.894802	0.895108	
0.03	0.03	2.74656e+07	7.43319e+09	2.40362e+06	4.02804e+06	0.8721	0.999677	0.919529	0.999458	0.919529	0.999139	0.895071	0.895187	
0.03	0.03	2.73372e+07	7.40819e+09	2.39376e+06	4.01639e+06	0.8719	0.999677	0.919486	0.999458	0.919486	0.999139	0.894947	0.895061	
0.03	0.03	2.74016e+07	7.41006e+09	2.41269e+06	4.01275e+06	0.872264	0.999675	0.919076	0.999459	0.919076	0.999137	0.894933	0.895058	
0.03	0.03	2.74755e+07	7.43161e+09	2.38426e+06	4.03579e+06	0.871925	0.999679	0.920151	0.999457	0.920151	0.99914	0.895285	0.895389	
0.03	0.03	2.73605e+07	7.42587e+09	2.3546e+06	4.05643e+06	0.870884	0.999683	0.920761	0.999454	0.920761	0.999141	0.895047	0.895128	
0.03	0.03	2.74652e+07	7.4288e+09	2.37372e+06	4.0502e+06	0.871485	0.999681	0.920449	0.999455	0.920449	0.999139	0.895203	0.895298	
0.03	0.03	2.73794e+07	7.41289e+09	2.40222e+06	4.02185e+06	0.871921	0.999676	0.919339	0.999458	0.919339	0.999137	0.894886	0.895002	
0.03	0.03	2.73962e+07	7.42632e+09	2.37899e+06	4.0292e+06	0.871785	0.99968	0.920102	0.999458	0.920102	0.999141	0.895189	0.895292	
0.03	0.03	2.7271e+07	7.39525e+09	2.37367e+06	3.99303e+06	0.87228	0.999679	0.919929	0.99946	0.919929	0.999143	0.89536	0.895471	
0.03	0.03	2.74555e+07	7.42772e+09	2.3949e+06	4.02305e+06	0.872197	0.999678	0.91977	0.999459	0.91977	0.99914	0.895239	0.895352	
0.03	0.03	2.73945e+07	7.41668e+09	2.35318e+06	4.0542e+06	0.871085	0.999683	0.920895	0.999454	0.920895	0.99914	0.895215	0.895298	
0.03	0.03	2.75329e+07	7.4197e+09	2.53564e+06	3.89028e+06	0.876197	0.999658	0.915671	0.999476	0.915671	0.999138	0.895286	0.8955	
0.03	0.03	2.75784e+07	7.43466e+09	2.52963e+06	3.9096e+06	0.875839	0.99966	0.915982	0.999474	0.915982	0.999138	0.895254	0.89546	
0.03	0.03	2.75915e+07	7.43954e+09	2.53865e+06	3.89996e+06	0.876158	0.999659	0.915744	0.999476	0.915744	0.999138	0.895302	0.895514	
0.03	0.03	2.75657e+07	7.41478e+09	2.51622e+06	3.91538e+06	0.875627	0.999661	0.916354	0.999472	0.916354	0.999137	0.895328	0.895528	
0.03	0.03	2.74495e+07	7.43357e+09	2.36169e+06	4.07516e+06	0.870731	0.999682	0.920778	0.999452	0.920778	0.999138	0.894975	0.895056	
0.03	0.03	2.74921e+07	7.44136e+09	2.40312e+06	4.02232e+06	0.872366	0.999677	0.919615	0.99946	0.919615	0.99914	0.89525	0.895368	
0.03	0.03	2.76184e+07	7.43511e+09	2.53213e+06	3.90495e+06	0.876125	0.99966	0.916017	0.999475	0.916017	0.999138	0.895418	0.895627	
0.03	0.03	2.74439e+07	7.42735e+09	2.41533e+06	4.01603e+06	0.872345	0.999675	0.919109	0.99946	0.919109	0.999138	0.894992	0.895117	
0.03	0.03	2.72527e+07	7.35874e+09	2.40396e+06	3.97241e+06	0.872781	0.999673	0.91894	0.99946	0.91894	0.999137	0.895133	0.895266	
0.03	0.03	2.74703e+07	7.43161e+09	2.37228e+06	4.0498e+06	0.871517	0.999681	0.920507	0.999455	0.920507	0.99914	0.895248	0.895342	
0.03	0.03	2.7557e+07	7.427e+09	2.52983e+06	3.90029e+06	0.876013	0.999659	0.915916	0.999475	0.915916	0.999138	0.895312	0.89552	
0.03	0.03	2.74359e+07	7.43019e+09	2.38118e+06	4.03257e+06	0.871853	0.99968	0.92014	0.999458	0.92014	0.999141	0.895243	0.895346	
0.03	0.03	2.74408e+07	7.43447e+09	2.39226e+06	4.00887e+06	0.87253	0.999678	0.919812	0.999461	0.919812	0.999143	0.895432	0.895547	
0.03	0.03	2.74763e+07	7.44407e+09	2.39561e+06	4.02978e+06	0.872095	0.999678	0.919804	0.999459	0.919804	0.999141	0.895203	0.895314	
0.03	0.03	2.75982e+07	7.41023e+09	2.53798e+06	3.89541e+06	0.876311	0.999658	0.915783	0.999475	0.915783	0.999136	0.895398	0.895612	
0.03	0.03	2.76112e+07	7.41775e+09	2.68601e+06	3.77718e+06	0.879663	0.999638	0.911345	0.999491	0.911345	0.999133	0.89493	0.895224	
0.03	0.03	2.74591e+07	7.42844e+09	2.38533e+06	4.03999e+06	0.871742	0.999679	0.920075	0.999456	0.920075	0.999139	0.895153	0.895257	
0.03	0.03	2.73893e+07	7.42999e+09	2.35825e+06	4.05917e+06	0.870926	0.999683	0.920724	0.999454	0.920724	0.99914	0.895051	0.895133	
0.03	0.03	2.73722e+07	7.42647e+09	2.38408e+06	4.02814e+06	0.871717	0.999679	0.91988	0.999458	0.91988	0.99914	0.895046	0.895151	
0.03	0.03	2.74721e+07	7.43661e+09	2.42309e+06	4.0113e+06	0.87259	0.999674	0.918947	0.999461	0.918947	0.999139	0.895039	0.895169	
0.03	0.03	2.74385e+07	7.42688e+09	2.37551e+06	4.0435e+06	0.871562	0.99968	0.920322	0.999456	0.920322	0.99914	0.895181	0.895279	
0.03	0.03	2.74307e+07	7.43019e+09	2.37704e+06	4.0398e+06	0.871632	0.99968	0.920255	0.999457	0.920255	0.99914	0.895185	0.895284	
0.03	0.03	2.74085e+07	7.43547e+09	2.38283e+06	4.03278e+06	0.871736	0.99968	0.920016	0.999458	0.920016	0.999141	0.895122	0.895226	
0.03	0.03	2.7469e+07	7.43795e+09	2.41275e+06	4.03036e+06	0.872049	0.999676	0.919257	0.999458	0.919257	0.999138	0.894912	0.895031	
0.03	0.03	2.74751e+07	7.42915e+09	2.40278e+06	4.03633e+06	0.871909	0.999677	0.91958	0.999457	0.91958	0.999137	0.894997	0.89511	
0.03	0.03	2.74864e+07	7.42901e+09	2.40652e+06	4.03674e+06	0.871944	0.999676	0.919495	0.999457	0.919495	0.999137	0.894973	0.895089	
